200 150 20
813.3965736547725 394.25997776629185 988.8354494621982 988.8354494621982
135.50873816009178 662.1860695867126 179.82180525866244 179.82180525866244
943.3916074728675 668.3982579443036 790.0037806115528 790.0037806115528
923.316564656908 635.3950470468499 758.1282022133122 758.1282022133122
367.6853826273928 699.3276727424002 790.619208885694 790.619208885694
626.2342219238141 116.52597667118947 887.805728156188 887.805728156188
42.21201555784704 395.70685448334797 27.363076750422486 27.363076750422486
51.8066968751022 454.58161307388565 145.58486013624383 145.58486013624383
25.014329341285112 190.15496781675233 541.5268794038673 541.5268794038673
813.6770020761344 622.8712942983007 770.3365764783123 770.3365764783123
321.18971100941616 257.35722150320316 846.648592220141 846.648592220141
520.1508672059482 181.40441648375204 456.3563440485805 456.3563440485805
598.8885213302758 87.72778805335224 888.0588005680752 888.0588005680752
523.3435904427648 190.7428001755308 509.85030006747735 509.85030006747735
543.3638764978904 467.07568388305197 1.813789558268386 1.813789558268386
666.317516214265 770.8239197694504 831.6668183544758 831.6668183544758
58.45320760173178 862.914535812623 955.6874557490178 955.6874557490178
736.1263137280911 901.5873540204713 717.636755068175 717.636755068175
873.5061797185576 324.50241416161964 886.339561459 886.339561459
7.440270688126693 621.8069863820473 652.4564824547075 652.4564824547075
368.6551770818501 266.39322718408164 834.4731686908301 834.4731686908301
344.43444355062945 998.3517819054799 113.86770171028992 113.86770171028992
592.458193793795 924.226367339236 623.739004160191 623.739004160191
817.8791368137802 110.16855642950706 900.9585573226742 900.9585573226742
513.3264370042884 846.6769729454231 29.340569270867036 29.340569270867036
689.8806387285022 819.6000950564414 653.7307568035683 653.7307568035683
519.7816670011074 518.9339333126522 538.7382772630675 538.7382772630675
920.4772140956661 288.22241783182767 40.647931914367554 40.647931914367554
64.47148975255278 100.7687076542163 519.5467991266172 519.5467991266172
58.303609474742224 35.205603294255596 556.7004513499098 556.7004513499098
133.00314101408296 306.2026892486239 278.6650142470234 278.6650142470234
491.7948697241156 833.272307158199 996.5925620770106 996.5925620770106
911.0395303918511 651.9767149536524 321.8729083736285 321.8729083736285
557.908632143258 890.6489207888412 445.97783052752607 445.97783052752607
621.7339735337163 658.4713548055017 104.57564735906477 104.57564735906477
932.1018416036321 576.974563196042 68.23910577653646 68.23910577653646
10.462697136313537 99.42186014912791 702.0697642531699 702.0697642531699
56.306906141653016 416.953014532348 55.129828410042215 55.129828410042215
364.9472272441939 65.71729525594195 121.65247784095135 121.65247784095135
100.90906818329815 197.60366433519505 856.663671241763 856.663671241763
276.24168953670636 433.76817499464846 429.0893790411282 429.0893790411282
102.2351208814134 813.2870308088487 208.9594299914972 208.9594299914972
569.6923394095608 310.37281698100537 468.40227985669094 468.40227985669094
468.8213764038874 907.2518057618803 538.3193332087922 538.3193332087922
964.8601027013792 163.707579085968 716.6332984318306 716.6332984318306
7.736410646171921 459.26949127365305 35.63809874947677 35.63809874947677
59.529265013359314 644.0113694207602 734.1872467316927 734.1872467316927
986.4920435922633 215.99386989745918 67.31137581987312 67.31137581987312
175.3084570594442 547.7305541628008 746.5491886962899 746.5491886962899
516.5839832921746 264.0026907770665 617.1317579888156 617.1317579888156
450.96291090011374 985.3352183266237 124.6198517993995 124.6198517993995
721.4608489053807 105.04884921905978 138.23164168877767 138.23164168877767
324.4994731446037 575.7134588594766 918.6065560234058 918.6065560234058
734.728816728495 308.86919401954094 534.9514242184945 534.9514242184945
206.15941225971923 408.995428729075 144.3525591265763 144.3525591265763
563.6564736922793 190.96920155695707 991.5832809630541 991.5832809630541
711.8556528650124 594.8541288430185 221.18344414877788 221.18344414877788
248.5522397045471 991.1218086876207 18.259669045458505 18.259669045458505
300.2254190908966 444.7757299165542 816.7939638636528 816.7939638636528
550.3449036292901 712.8894130726268 393.82697442140255 393.82697442140255
536.3505006707516 724.4867404506597 367.39470840353437 367.39470840353437
606.7052453378567 125.29825253259929 651.3645368292047 651.3645368292047
491.33151930167816 956.6714212141474 710.2823496453632 710.2823496453632
611.3047739532277 424.8645114048735 374.0800063929256 374.0800063929256
979.2845280406888 454.30756041403663 591.1937048372532 591.1937048372532
591.3152868544167 709.4918249860643 847.6316847989328 847.6316847989328
431.9612715568899 621.3944959771003 290.2480416224041 290.2480416224041
785.0109604705033 725.3306014000765 549.4995372079782 549.4995372079782
216.07757586597765 70.5422692094313 247.9781937130552 247.9781937130552
954.3420835996201 313.50918901553604 546.8463654265269 546.8463654265269
109.56681806840318 275.836239445306 366.89583312199915 366.89583312199915
206.60791646047616 605.7179200447978 121.38105608660032 121.38105608660032
470.35818837003575 804.5867115892985 614.2319607528192 614.2319607528192
544.8635518705477 295.94674517773154 843.0563381321265 843.0563381321265
354.9126621968301 653.0187088418123 657.9386037477677 657.9386037477677
418.4535887644002 250.24814774066596 874.003505735286 874.003505735286
473.63189351722366 848.6518437908363 530.7333503113706 530.7333503113706
3.0732321654095562 307.21659181395165 499.9269948394286 499.9269948394286
406.3886034121772 276.06616509697534 735.9134739720116 735.9134739720116
804.0154951346694 368.9469270251967 758.2522160202672 758.2522160202672
943.80922040761 632.9444702065169 783.8618338779822 783.8618338779822
446.77031995033644 785.5535011910565 560.6398684138665 560.6398684138665
768.5731090083269 529.7277528225962 879.6117853941737 879.6117853941737
195.90014631300755 595.9031098116285 892.0508772177417 892.0508772177417
945.8747349153383 8.914755079172497 369.53415826132687 369.53415826132687
826.1235895829366 403.03413650052767 509.3659351606761 509.3659351606761
853.3285249007957 178.98281829263675 599.1540356517426 599.1540356517426
958.796880822245 534.8056768008523 59.63399568303185 59.63399568303185
247.97866167546147 233.10199024784296 34.30095098706221 34.30095098706221
872.4906984724198 668.6395893417931 691.3448729654135 691.3448729654135
141.70918883579964 854.2598118775588 854.2410646079381 854.2410646079381
98.11767591993859 283.7898277867715 41.69066755832973 41.69066755832973
36.23194899366422 896.109611957563 738.135334714767 738.135334714767
817.0736470256476 145.39278297727876 948.6014999894238 948.6014999894238
854.9638259883346 272.80033605223855 235.1129262762577 235.1129262762577
195.1138015328 521.6234323773318 358.4114784394633 358.4114784394633
601.4861883215482 191.24108932032513 933.4446740725682 933.4446740725682
305.19209752574636 988.6017837324605 678.3306076568854 678.3306076568854
372.91347654181726 215.69948659017712 625.7462588184775 625.7462588184775
219.25099237889822 487.2649747741068 257.46925286263456 257.46925286263456
861.3798036654438 167.32740176891426 804.8366267365681 804.8366267365681
181.95554355947962 762.2402305522535 770.9816140116062 770.9816140116062
887.985999950867 530.1536084797021 118.82190745115562 118.82190745115562
518.6240572506671 434.824398199518 28.96530506936612 28.96530506936612
830.9314382836837 860.2779590588498 864.1710021330234 864.1710021330234
75.115668061568 740.496334868945 135.07413942148972 135.07413942148972
33.188800360547056 676.4469047475272 201.9937392571014 201.9937392571014
539.1921908837479 395.9580347686379 979.3720713728044 979.3720713728044
404.9620061943695 447.8857482153553 545.428353721223 545.428353721223
950.8801721647944 151.52157883662142 765.7756997408452 765.7756997408452
472.30058691564534 589.2080271759411 484.9899055479566 484.9899055479566
73.61657048637427 331.72875072317163 646.5039022434845 646.5039022434845
65.62671582817381 822.4181064951757 693.9268156855962 693.9268156855962
68.46919685724961 70.41028841581264 564.2730286903964 564.2730286903964
690.563731476928 872.4679157356426 487.0779899632547 487.0779899632547
90.48109257239378 5.962887705341036 87.54649955693183 87.54649955693183
378.33798945582566 225.52452315835214 94.41826645719541 94.41826645719541
9.19571649309825 918.4414403313048 364.96791909135493 364.96791909135493
474.15835785291074 598.0502466884916 254.4251116875863 254.4251116875863
444.6776608092812 162.13485431778096 322.1771123973344 322.1771123973344
389.36096570443567 839.9924593378393 432.59521813437186 432.59521813437186
705.8511528180946 775.6140358490362 877.5291468674803 877.5291468674803
816.7393152821488 226.8255401153525 826.8843102125318 826.8843102125318
19.737305207331968 835.8108219873033 262.80599921140146 262.80599921140146
288.3624715394012 482.8826260549821 334.53950677220826 334.53950677220826
648.1772979835839 963.5069906130936 500.8316282218119 500.8316282218119
241.3175800565237 422.3603836808505 823.7384076848557 823.7384076848557
102.88844650384222 884.682848765216 713.9709195293553 713.9709195293553
